90	306	2745	184	190	234	6428	67	2416	11	2
91	102	2514	137	230	233	4811	272	1082	6	2
92	13	2788	137	203	206	5396	30	4126	16	2
93	354	2562	156	200	218	5031	67	1057	12	2
94	173	3073	149	227	246	2735	108	6836	12	2
95	71	2978	121	231	221	3792	426	5742	10	2
96	31	2860	135	218	218	5904	295	3644	10	1
97	164	3067	144	230	243	2774	85	6811	11	2
98	72	2804	141	225	231	6471	543	3115	5	2
99	59	2562	148	221	233	5091	0	1116	3	2
100	34	2567	138	219	221	4924	190	1136	9	2
101	45	2998	134	223	222	3721	351	5842	8	2
102	84	2684	113	237	220	5693	150	1677	12	2
103	42	2676	128	222	216	5655	150	1634	11	2
104	102	2863	100	244	219	5184	190	4389	15	1
105	170	2574	153	224	242	4910	170	1180	5	2
106	211	2511	166	216	245	4660	162	1071	6	2
107	32	3067	147	219	230	2947	30	6679	4	2
108	57	2909	102	229	203	4084	134	5502	16	2
109	348	2863	161	193	216	5695	309	3918	14	1
110	333	2567	158	216	237	5079	0	1266	1	2
111	105	3182	115	240	226	1184	408	6000	11	1
112	324	2818	177	189	227	5467	242	4156	12	1
113	332	2752	165	207	233	6131	342	2372	6	2
114	88	2751	137	228	231	6088	400	2322	5	2
115	102	2569	132	232	231	4844	228	1266	7	2
116	111	3195	101	245	222	1206	469	5941	15	1
117	53	2982	112	227	209	3880	240	5756	14	2
118	58	2850	137	225	227	5239	295	4394	6	1
119	76	2586	143	225	232	4875	190	1290	4	2
120	17	2837	138	208	211	5428	330	4241	13	1
121	99	2723	136	230	232	5793	301	2109	6	2
122	0	3070	153	204	220	2858	30	6890	11	2
123	124	3057	118	240	231	3211	150	6508	12	2
124	119	2818	92	248	220	4497	30	5213	19	2
125	320	2847	199	120	190	4727	85	4983	33	2
126	112	2606	119	239	228	5106	30	1584	11	2
127	83	2893	135	229	230	5755	551	4011	6	2
128	1	2716	153	206	222	5581	234	2100	10	2
129	125	2644	90	249	221	5168	67	1719	20	2
130	37	2613	146	220	229	4818	216	1519	5	2
131	356	2929	155	201	219	4017	0	5757	12	2
132	307	2767	186	187	233	6192	30	2796	12	2
133	49	2991	117	225	211	3613	85	6199	13	1
134	56	2939	98	229	200	4224	95	5563	18	2
135	7	2537	148	205	216	4509	0	1583	12	2
136	119	3119	133	233	234	2556	162	6660	7	2
137	346	2942	162	197	221	3900	30	5918	12	1
138	12	2886	150	213	226	5518	570	4295	7	1
139	344	2775	164	194	219	6177	42	2854	13	2
140	79	2490	124	232	224	4184	240	878	9	2
141	228	3106	196	191	254	1655	658	5984	18	1
142	284	2831	222	145	232	4611	60	5208	24	2
143	112	2837	128	235	231	6221	272	3649	8	2
144	299	2890	212	150	224	4734	180	5104	23	2
145	135	2824	144	227	238	6316	218	3583	5	2
146	135	2728	150	224	238	5515	242	2250	3	2
147	88	2962	95	242	212	3811	190	6095	16	1
148	220	3142	179	207	251	1989	424	6216	11	2
149	2	2847	154	212	229	6194	175	3757	6	2
150	34	2536	146	219	228	4201	242	1242	5	2
151	95	3168	136	229	231	1239	30	4884	6	1
152	289	2926	220	145	228	4814	210	5126	24	1
153	21	2893	148	216	227	5865	295	4106	6	2
154	20	2687	140	212	217	4936	150	1986	11	2
155	211	3109	181	204	254	2017	424	6089	17	2
156	200	3119	172	208	253	2377	60	6297	20	2
157	349	2916	160	202	223	5502	488	4472	10	1
158	18	2795	153	217	233	6073	218	3042	3	2
159	58	2555	109	230	209	4159	285	1231	14	2
160	42	2499	123	222	212	3950	497	953	13	2
161	173	3027	149	227	245	1900	335	5678	11	1
162	160	3096	135	234	242	2310	85	6156	15	1
163	105	2916	108	242	223	4417	268	5618	13	2
164	42	2591	125	222	213	4224	350	1398	12	2
165	328	3185	180	178	219	1392	127	4763	16	1
166	221	3021	177	208	250	1937	324	5675	10	1
167	257	3083	171	209	242	2873	510	6363	4	2
168	276	2860	240	115	226	4759	60	5292	33	2
169	196	3008	166	215	251	1924	228	5535	15	2
170	189	3034	160	220	250	2012	384	5754	14	1
171	130	2873	110	244	230	6091	67	4030	16	2
172	49	3182	118	225	211	1513	319	4767	13	1
173	102	2998	114	239	225	4121	384	6026	12	2
174	357	2658	149	184	199	4286	300	1597	20	2
175	15	3175	149	214	226	1584	366	4816	7	1
176	8	2952	152	212	227	5192	488	4953	7	1
177	95	2622	112	239	222	4086	484	1329	12	2
178	288	2955	215	156	233	4968	247	5224	21	2
179	66	2837	124	229	221	6341	201	3655	9	2
180	45	3182	149	220	232	1661	458	4723	3	1
181	129	3077	147	225	237	3261	618	6296	3	2
182	320	2755	165	209	236	5468	30	2890	4	2
183	28	3047	134	216	215	3540	600	6414	11	1
184	86	2880	113	237	221	5906	30	4369	12	2
185	292	3221	165	212	238	1710	424	4401	3	1
186	115	3182	124	237	231	1768	553	4605	10	1
187	29	3064	104	204	182	2148	150	5051	24	1
188	332	2827	174	185	221	6067	42	3599	15	2
189	107	2518	139	229	234	3522	360	553	5	2
190	180	3050	156	221	242	2721	277	5782	4	1
191	356	3107	155	201	219	2069	283	4855	12	1
192	173	2995	146	228	246	4135	268	6312	15	2
193	164	2721	152	224	241	4191	67	1747	4	2
194	116	3182	133	233	233	1854	579	4425	7	1
195	132	2724	124	238	234	4875	60	2720	11	2
196	90	2515	125	233	227	3451	313	511	9	2
197	46	3017	92	221	188	2352	212	5118	22	1
198	256	3077	170	210	242	3734	618	6230	4	2
199	338	2929	165	202	228	6106	190	4393	8	2
200	127	2735	120	240	232	4924	67	2806	12	2
201	319	2893	192	164	217	4667	150	5825	20	2
202	45	3231	147	221	231	1921	648	4173	4	1
203	89	2560	120	235	224	3505	218	731	10	2
204	43	3162	115	221	205	2188	484	4657	15	1
205	188	2982	160	220	250	2750	120	5501	14	1
206	66	2731	141	225	230	4873	0	2826	5	2
207	50	3172	123	225	215	2037	759	4287	11	1
208	138	2916	98	247	227	4206	127	6349	21	2
209	63	2890	96	233	202	5757	153	3670	17	2
210	45	2704	130	223	219	3734	323	1323	10	2
211	23	3198	124	207	200	2285	604	4545	18	1
212	214	2985	166	215	245	3195	342	5495	5	2
213	323	3011	188	164	214	4910	443	5838	21	2
214	312	3024	194	169	224	4961	474	5785	18	2
215	7	2763	148	205	216	4788	85	2850	12	2
216	56	3244	104	229	204	2225	618	3865	16	1
217	9	2955	149	209	221	2819	85	5167	10	1
218	10	3201	143	205	213	2289	984	4136	13	1
219	36	2972	90	209	176	2816	30	5113	25	1
220	167	2985	144	230	244	3519	458	5571	13	2
221	23	2539	125	207	201	3115	90	488	17	2
222	260	3001	183	200	245	3903	720	5790	8	2
223	51	2952	126	225	218	2960	150	5123	10	1
224	211	2962	177	209	252	3337	255	5365	13	2
225	0	3004	152	202	217	5840	484	5068	12	1
226	45	2727	147	221	231	4245	124	2285	4	2
227	167	3004	137	232	244	4031	603	5798	17	2
228	22	2886	144	215	222	5557	285	3849	8	2
229	344	3024	163	203	227	5764	600	5201	8	1
230	187	3034	158	221	249	4921	335	6084	14	2
231	279	2903	197	184	241	5904	190	4179	13	2
232	245	2926	169	212	243	3331	30	5180	4	1
233	200	2942	170	212	252	3470	180	5276	16	2
234	54	2991	115	227	211	6214	495	4849	13	2
235	116	2742	126	236	231	4314	150	2475	9	2
236	356	2606	152	188	205	3174	67	911	18	2
237	326	3244	166	207	234	2460	750	3730	5	1
238	27	3237	130	213	210	2506	997	4002	14	1
239	359	2616	142	176	187	3186	42	977	24	2
240	16	2913	142	211	217	5568	457	3974	11	2
241	48	2813	137	223	225	4729	201	3018	7	2
242	149	2530	154	221	238	2726	319	234	1	2
243	45	3260	138	222	225	2531	503	3558	7	1
244	90	3047	146	224	234	5635	870	5484	3	2
245	60	2955	88	231	195	3248	201	4934	20	1
246	77	2893	107	236	215	4682	85	6012	13	2
247	38	2965	92	212	181	3315	247	4883	24	1
248	230	3037	191	196	252	5238	570	5985	15	2
249	152	3027	138	233	240	5912	792	5316	10	2
250	70	2756	100	235	208	4210	120	2501	16	2
251	325	2939	167	206	234	5584	510	4078	6	2
252	126	3198	130	235	234	2858	418	4200	9	1
253	90	3195	132	231	229	2880	362	4243	7	1
254	222	2975	169	213	245	4519	360	5719	6	2
255	84	2890	108	238	218	4761	30	5918	13	2
256	109	3018	121	238	229	5486	815	5833	10	2
257	85	3011	137	228	231	5975	842	5389	5	2
258	79	3221	96	239	210	2868	618	3968	16	1
259	135	3004	138	231	237	6017	811	5383	7	2
260	49	2572	94	224	192	2509	384	391	20	2
261	128	3260	124	238	233	2854	743	3824	11	1
262	25	3168	150	218	231	3180	30	4426	4	1
263	349	2878	161	198	220	4924	67	3489	12	2
264	9	3198	150	211	224	3076	301	4099	8	1
265	260	2975	183	200	245	5262	391	6071	8	2
266	38	3178	131	220	217	3248	0	4286	10	1
267	176	2995	152	226	246	5533	690	6068	10	2
268	144	2913	139	232	239	4733	210	5478	8	2
269	175	2982	153	225	245	6500	424	5267	9	1
270	209	2945	173	211	251	5354	362	5877	12	2
271	143	2995	151	223	238	6349	631	5459	2	1
272	0	2942	156	215	233	6062	0	4830	3	2
273	288	2945	173	205	239	6034	0	4801	5	2
274	288	2959	180	199	240	5920	120	4683	8	2
275	114	2796	111	242	226	3934	60	2599	13	2
276	315	2785	161	214	237	3829	60	2486	2	2
277	325	2784	182	177	220	3198	153	1798	17	2
278	320	2789	183	181	225	3174	182	1771	15	2
279	162	2922	129	235	241	4536	240	5076	19	2
280	135	3008	150	224	238	6096	931	5727	3	2
281	73	2978	121	232	221	6368	323	5160	10	2
282	54	2892	123	226	217	4457	134	3178	11	2
283	45	2521	129	223	218	2066	42	408	10	2
284	72	2985	133	228	227	6482	497	5372	7	1
285	39	3057	107	217	196	3955	626	4435	19	1
286	78	2829	123	232	223	4187	60	2941	9	2
287	331	3201	164	208	234	3460	0	4002	5	1
288	329	3136	175	187	223	3798	789	4228	13	1
289	355	2548	155	197	215	2058	60	551	14	2
290	89	2962	122	234	225	6046	42	4891	9	2
291	15	2808	141	208	213	3651	201	2431	13	2
292	87	2749	111	238	220	2797	516	1499	12	2
293	328	3155	177	185	222	3871	849	4184	14	1
294	285	2991	191	189	240	6068	849	5939	11	2
295	108	2968	138	229	234	5265	306	4113	5	2
296	77	2932	108	236	216	5067	108	3911	13	2
297	356	2808	157	209	227	3757	153	2592	7	2
298	106	2794	142	227	234	3079	210	1888	4	1
299	24	3080	125	208	201	4176	659	4377	17	1
300	52	2936	105	227	203	4456	180	4656	16	1
301	261	2913	187	197	245	5517	313	5706	10	2
302	232	2919	178	207	248	5539	323	5728	8	2
303	257	2978	177	205	244	5905	85	4795	6	2
304	312	2574	187	183	229	1924	134	636	14	2
305	59	3142	85	231	192	4070	730	4155	21	1
306	15	2804	144	211	219	3031	212	1917	10	1
307	9	2595	144	204	212	2010	42	799	14	2
308	232	2929	177	208	247	5776	366	5835	8	2
309	246	3001	184	201	247	6227	764	5961	9	2
310	94	2813	132	231	230	2872	371	1800	7	2
311	342	2988	162	208	231	5836	192	4805	6	2
312	59	3175	96	231	200	4184	612	4042	18	1
313	0	2861	155	211	228	3972	134	2980	6	2
314	61	2804	133	226	225	2825	362	1838	7	2
315	78	3001	118	234	221	6310	335	5320	10	1
316	141	2914	135	234	238	4430	277	3471	9	2
317	41	2668	110	219	200	2240	283	1276	17	2
318	129	3185	121	240	233	4273	481	3899	12	1
319	216	2913	173	211	249	5983	268	5715	9	1
320	72	3168	138	226	230	4394	418	3855	5	1
321	30	2955	137	218	220	5370	30	4478	9	2
322	100	2932	131	232	231	5166	30	4280	7	2
323	0	3234	153	204	220	4109	658	3589	11	1
324	53	3201	135	224	225	4255	488	3667	7	1
325	236	2903	171	211	244	6046	212	5656	5	1
326	352	2874	157	216	236	3653	400	2869	2	2
327	254	2903	176	206	244	6195	212	5689	6	1
328	45	2800	124	223	214	2958	0	2244	12	1
329	336	3257	167	199	227	4246	693	3443	9	1
330	278	3188	173	206	241	4526	210	3634	5	1
331	62	2952	130	227	223	5251	192	4487	8	2
332	237	2932	198	189	252	6409	342	5797	16	1
333	281	3050	169	209	240	6162	630	5540	4	2
334	285	2955	192	188	240	5057	212	4302	11	2
335	41	2791	111	220	201	2294	458	1740	17	2
336	162	3172	153	222	240	4624	180	3632	3	1
337	69	3116	107	234	212	4802	297	3870	14	1
338	51	2895	127	225	219	4002	162	3326	10	2
339	122	3182	138	230	235	4585	134	3510	6	1
340	81	3024	123	233	224	5114	218	4152	9	2
341	251	2962	183	201	246	6356	480	5863	9	2
342	27	2978	149	218	230	5502	192	4780	4	2
343	40	2952	124	221	213	5268	323	4558	12	2
344	348	2945	161	194	217	4425	255	3768	13	2
345	188	3149	159	221	245	4831	134	3718	7	1
346	150	2833	126	238	238	2407	242	1953	15	1
347	185	3136	158	222	248	4858	42	3623	10	1
348	49	2851	118	225	211	3037	268	2538	13	2
349	111	2933	129	234	231	4221	300	3644	8	2
350	110	2810	138	230	234	2178	421	1871	6	1
351	85	3267	119	235	223	4518	484	3194	10	1
352	30	3188	121	213	203	4753	85	3340	16	1
353	37	2955	145	220	229	4475	426	3905	5	2
354	276	3001	184	197	242	6012	752	5893	9	2
355	281	3008	187	194	241	5998	780	5864	10	2
356	28	2942	148	218	230	4228	391	3707	5	2
357	331	2921	169	200	230	4024	395	3516	9	2
358	315	2985	169	206	235	5570	361	5023	5	2
359	289	2978	198	179	238	5007	570	4480	14	2
360	51	2889	94	225	193	3049	362	2689	20	2
361	103	2814	145	225	235	2316	210	2145	3	2
362	127	2938	128	236	234	3239	408	2896	9	2
363	95	2828	116	238	224	2714	127	2467	11	2
364	95	3146	112	239	222	5052	240	3287	12	1
365	94	2977	129	232	229	4676	466	4283	8	2
366	45	3034	151	220	234	5490	680	5544	2	2
367	61	3083	90	232	197	5380	192	3320	19	1
368	23	3044	148	217	228	5476	210	3481	5	1
369	90	2982	129	232	228	5609	242	3695	8	1
370	176	2901	149	226	247	3360	256	3181	15	2
371	66	2995	135	227	227	5126	247	4770	6	2
372	151	2528	145	228	240	390	108	598	6	2
373	112	3188	128	235	231	5166	60	2880	8	1
374	243	2939	217	164	250	5753	400	5619	24	2
375	215	3008	176	209	251	5600	696	5880	11	2
376	238	3021	181	204	248	5543	815	5855	9	2
377	80	2937	118	234	221	4354	330	4094	11	2
378	317	2844	178	194	231	2724	67	2758	10	2
379	13	2781	154	216	233	1707	351	2148	3	2
380	252	2945	209	176	249	5686	421	5615	18	2
381	143	2857	127	238	237	3161	85	3111	12	2
382	53	3021	134	224	224	5720	258	3544	7	1
383	141	2919	149	225	238	6047	192	3992	3	1
384	185	2800	158	222	246	2001	170	2382	9	2
385	151	2773	119	240	237	983	350	1680	18	5
386	144	2759	115	242	234	895	300	1590	17	5
387	117	2714	85	250	217	779	242	1470	20	5
388	109	2671	58	253	200	664	175	1350	26	5
389	126	2975	130	235	234	4928	120	4763	9	2
390	148	2775	113	242	234	1061	335	1770	19	5
391	149	2746	119	240	236	912	268	1620	18	5
392	148	2743	114	242	235	883	255	1590	19	5
393	108	2717	98	246	220	794	201	1500	16	5
394	136	2751	119	241	234	967	277	1680	14	5
395	131	2739	116	242	232	908	242	1620	14	5
396	133	2733	111	244	231	878	228	1590	16	5
397	117	2716	105	245	225	789	175	1500	15	5
398	99	2611	103	243	220	495	30	1200	14	5
399	123	3073	121	239	231	5654	0	3060	11	1
400	167	3060	136	232	244	5755	95	3251	18	2
401	120	2899	132	234	234	4034	162	3944	8	2
402	107	2861	129	234	231	3406	30	3434	8	2
403	351	2853	158	214	234	3287	0	3342	3	2
404	202	2785	165	217	247	1860	134	2429	8	2
405	127	2723	108	245	228	845	190	1560	16	5
406	110	2656	72	252	208	636	85	1350	23	5
407	194	3064	164	218	249	5721	30	3111	10	1
408	167	3050	140	231	244	5783	67	3229	16	2
409	141	3004	124	239	236	5934	124	3500	13	2
410	58	2952	123	228	218	6078	201	3736	10	2
411	68	3034	114	232	216	5100	362	5550	12	1
412	130	2703	97	248	225	780	127	1500	20	5
413	128	2685	81	251	218	722	95	1440	23	5
414	119	2661	70	253	210	663	67	1380	25	5
415	101	3057	144	226	234	5740	0	3069	4	1
416	139	3050	123	240	235	5770	30	3127	13	1
417	342	3060	161	209	232	5139	495	5700	5	1
418	49	2945	114	225	208	4737	0	4671	14	1
419	123	2704	99	247	224	797	124	1530	18	5
420	129	2676	79	251	217	713	67	1440	24	5
421	81	2621	103	238	214	571	0	1290	14	5
422	45	3060	120	223	211	5768	30	3046	13	1
423	136	2975	114	243	232	6039	124	3543	15	2
424	21	3067	151	217	231	5125	518	5739	4	1
425	128	2719	109	244	229	874	150	1621	16	5
426	86	2638	98	241	213	618	0	1351	15	5
427	115	2700	90	249	218	779	67	1533	19	5
428	108	2673	72	251	208	721	42	1473	22	5
429	71	2654	115	233	218	664	0	1413	11	5
430	50	2664	122	225	214	684	0	1445	12	5
431	80	3050	127	231	225	4978	360	5638	8	1
432	125	2858	134	233	235	3034	268	3288	8	2
433	163	2854	146	229	243	2974	285	3246	9	2
434	56	3047	123	227	218	5994	95	3182	11	1
435	351	2873	159	210	230	3242	201	3459	6	2
436	23	2680	136	213	214	730	0	1511	12	5
437	9	2676	144	204	212	700	30	1481	14	5
438	9	2678	142	202	209	641	42	1421	15	5
439	120	2839	128	236	233	2612	190	3055	9	2
440	86	2792	132	230	229	2282	228	2862	7	2
441	74	3103	116	233	219	5920	201	2870	11	1
442	6	2995	146	202	213	4670	201	5167	14	2
443	90	2702	151	221	236	932	0	1727	1	2
444	282	2991	182	198	241	4582	268	5024	8	1
445	31	3004	145	219	228	4624	180	5222	6	2
446	117	2919	136	231	234	6349	150	3903	6	2
447	258	2945	199	186	247	5134	376	5535	14	2
448	270	3054	161	215	239	4830	390	5742	1	2
449	75	2978	137	227	230	4455	295	4847	5	1
450	81	2915	128	231	226	4260	0	4345	8	2
451	30	2756	149	218	231	1770	150	2571	4	2
452	155	2717	150	224	240	1230	0	2037	4	2
453	315	2928	160	215	237	4050	150	4194	1	2
454	95	2770	147	224	235	2011	258	2813	3	2
455	77	2656	66	242	190	518	283	1320	23	2
456	124	2750	140	229	236	1565	150	2370	5	2
457	45	2907	138	222	225	3783	350	4041	7	2
458	65	2781	112	232	214	2465	42	3162	13	2
459	203	2715	164	217	245	1120	124	1920	5	2
460	338	2968	167	196	225	6508	216	3426	11	1
461	130	2739	133	234	236	1366	134	2160	8	2
462	129	2922	147	225	237	4027	218	4283	3	2
463	101	2792	135	230	232	2442	108	3180	6	2
464	90	3064	129	232	228	6357	371	2822	8	1
465	243	3041	195	192	250	4636	513	5911	14	2
466	32	2888	141	219	224	3164	470	3700	8	2
467	180	3080	157	219	239	6347	247	2715	1	1
468	132	2613	73	251	215	558	170	1260	27	2
469	135	2978	146	226	238	6576	108	3247	4	1
470	353	2952	157	200	219	4105	0	4928	12	1
471	81	2773	106	238	215	2338	108	3019	14	2
472	90	3057	129	232	228	6452	390	2783	8	1
473	45	3064	110	223	203	4361	228	5623	16	2
474	174	2742	152	226	245	1725	268	2455	9	2
475	167	2677	140	231	244	953	85	1680	16	2
476	140	2567	110	244	232	492	60	1110	18	2
477	142	2739	143	229	239	1761	228	2465	6	2
478	267	3001	201	182	245	4570	641	5749	14	2
479	5	3014	123	165	164	3973	95	4950	31	1
480	343	2584	165	192	219	480	150	812	13	2
481	104	2902	136	230	233	3107	558	3643	6	2
482	155	3047	142	231	241	6661	424	2760	9	1
483	212	2909	168	215	246	3586	212	4092	6	2
484	198	2910	161	218	244	3556	234	4063	5	2
485	108	3011	122	237	229	6632	212	2912	10	1
486	68	2998	130	228	225	6557	124	2987	8	1
487	263	3011	196	189	246	4386	674	5753	12	2
488	24	3008	135	213	214	3950	309	5353	12	1
489	18	3004	143	212	219	3899	192	5232	10	1
490	81	3031	136	228	230	4002	513	5542	6	1
491	288	2939	171	207	239	4506	379	5448	5	2
492	277	2949	195	186	242	4471	437	5506	12	2
493	323	3028	174	196	230	3771	242	5079	9	1
494	315	2900	159	216	237	4667	90	5152	1	2
495	96	2932	129	232	229	5585	247	3861	7	2
496	72	2909	138	226	230	5006	324	4554	5	2
497	0	2909	156	215	233	4985	350	4582	3	2
498	180	2900	156	220	241	4880	300	4725	3	2
499	143	2867	129	237	237	2963	437	3363	12	2
500	356	3047	156	204	222	3811	618	5664	10	1
501	15	2617	139	207	211	1383	30	1652	14	2
502	340	2998	163	205	230	6224	108	2978	7	2
503	276	2962	179	201	242	5658	497	3610	7	2
504	160	2759	139	233	242	2462	120	2782	12	2
505	9	2646	112	165	156	1518	60	1771	33	2
506	217	3027	185	201	254	4011	700	5844	17	2
507	121	2963	116	241	229	3360	175	4557	13	2
508	117	2919	106	244	225	3311	175	4375	15	1
509	343	2690	165	163	195	1645	120	1816	24	2
510	3	2660	152	207	222	1249	297	1307	9	2
511	235	2955	205	180	253	4074	451	5590	21	2
512	120	2953	115	241	229	3297	134	4518	13	2
513	124	2887	102	246	226	3273	95	4252	17	1
514	338	3014	165	202	228	6169	150	2888	8	2
515	62	2995	118	230	216	5849	484	3209	11	1
516	142	2965	143	229	239	3283	0	4778	6	1
517	47	2982	131	223	220	5641	437	3387	9	2
518	311	2739	180	193	233	1742	270	1765	10	2
519	5	2983	154	213	230	5600	400	3406	5	2
520	243	2916	166	213	242	4030	335	5442	3	2
521	135	3047	149	224	238	3591	932	5900	3	1
522	270	2751	163	214	239	2912	0	3068	2	1
523	318	2690	171	202	234	1310	514	967	7	2
524	89	2599	120	235	224	1233	30	558	10	2
525	264	2919	181	202	244	3945	408	5490	7	2
526	253	2975	193	193	248	3739	616	5780	12	2
527	83	2617	122	233	224	1290	127	573	9	2
528	92	2574	129	232	229	1318	0	408	7	2
529	19	2939	141	212	217	5016	60	3980	11	2
530	45	2915	129	223	218	3018	60	4397	10	1
531	41	2765	144	221	229	3107	0	3263	5	1
532	348	2784	161	194	217	2687	170	2758	13	2
533	108	2850	76	251	210	2971	42	3976	22	1
534	236	2919	176	208	246	3853	350	5470	7	2
535	233	2995	191	196	252	3487	638	5932	14	2
536	32	2817	124	216	207	2613	390	2561	15	2
537	18	2932	154	217	234	4597	485	4326	2	2
538	11	2826	150	213	225	2704	366	2648	7	2
539	47	2795	129	224	219	2389	451	2260	10	2
540	62	2760	142	224	230	2079	547	1842	5	2
541	76	2700	126	231	224	1691	433	1124	9	2
542	238	3001	181	204	248	3379	592	5966	9	2
543	165	2699	154	222	240	1670	390	908	3	2
544	79	2730	135	228	229	1883	270	1353	6	2
545	82	2655	126	232	225	1634	384	607	8	2
546	46	2644	116	224	209	1624	319	518	14	2
547	252	2998	193	193	248	3271	553	5940	12	2
548	28	2854	141	217	223	2912	446	2791	8	2
549	63	2809	128	228	223	2486	458	2251	8	2
550	94	2633	84	246	208	1651	258	454	19	2
551	152	2588	138	233	240	1654	182	277	10	2
552	84	2811	121	234	224	2506	433	2250	10	2
553	208	2926	176	208	253	3446	300	5633	15	2
554	71	2839	107	235	213	2616	488	2370	14	2
555	179	2689	153	225	247	1851	210	932	11	2
556	66	3015	88	235	199	4847	335	3777	19	2
557	62	2995	109	231	211	4795	362	3836	14	2
558	159	2938	146	228	242	2656	285	4891	7	2
559	130	2929	135	233	236	2590	150	4651	8	2
560	107	2851	119	238	227	2698	458	2402	11	2
561	122	2949	113	242	229	2714	379	5131	14	2
562	33	2596	125	216	209	1321	335	150	14	2
563	45	2939	134	223	222	4080	306	4602	8	2
564	44	2805	108	222	200	2436	170	1902	17	2
